Size  Insertion  Quick
1823    0    0    
1824    0    0    
1825    16000    0    
1826    16000    0    
1827    15000    0    
1828    15000    0    
1829    0    0    
1830    0    0    
1831    0    0    
1832    16000    0    
1833    16000    0    
1834    14999    0    
1835    16000    0    
1836    0    0    
1837    0    0    
1838    0    0    
1839    16000    0    
1840    15000    0    
1841    15000    0    
1842    0    16000    
1843    0    0    
1844    0    0    
1845    16000    0    
1846    16000    0    
1847    15000    0    
1848    16000    0    
1849    16000    0    
1850    0    16000    
1851    0    0    
1852    0    0    
1853    15000    0    
1854    15000    0    
1855    16000    0    
1856    16000    0    
1857    15000    0    
1858    15000    0    
1859    0    0    
1860    0    0    
1861    0    0    
1862    16000    0    
1863    16000    0    
1864    15000    0    
1865    16000    0    
1866    16000    0    
1867    16000    0    
1868    0    14999    
1869    0    0    
1870    0    0    
1871    0    0    
1872    0    0    
1873    0    0    
1874    15000    0    
1875    15000    0    
1876    16000    0    
1877    16000    0    
1878    15000    0    
1879    15000    0    
1880    16000    0    
1881    16000    0    
1882    15000    0    
1883    15000    0    
1884    16000    0    
1885    16000    0    
1886    15000    0    
1887    15000    0    
1888    16000    0    
1889    16000    0    
1890    15000    0    
1891    0    15000    
1892    0    16000    
1893    0    0    
1894    0    15000    
1895    0    15000    
1896    0    0    
1897    0    0    
1898    0    15000    
1899    0    0    
1900    0    0    
1901    0    16000    
1902    0    15000    
1903    0    15000    
1904    0    0    
1905    0    0    
1906    0    0    
1907    0    0    
1908    0    0    
1909    0    0    
1910    0    0    
1911    0    0    
1912    0    0    
1913    0    0    
1914    0    0    
1915    0    15000    
1916    16000    0    
1917    16000    0    
1918    15000    0    
1919    15000    0    
1920    16000    0    
1921    16000    0    
1922    15000    0    
1923    15000    0    
1924    16000    0    
1925    16000    0    
1926    15000    0    
1927    15000    0    
1928    16000    0    
1929    16000    0    
1930    15000    0    
1931    0    0    
1932    0    0    
1933    0    0    
1934    0    0    
1935    0    16000    
1936    0    15000    
1937    16000    0    
1938    16000    0    
1939    16000    0    
1940    15000    0    
1941    16000    0    
1942    16000    0    
1943    16000    0    
1944    15000    0    
1945    16000    0    
1946    0    0    
1947    0    0    
1948    16000    0    
1949    15000    0    
1950    15000    0    
1951    16000    0    
1952    16000    0    
1953    15000    0    
1954    0    0    
1955    0    0    
1956    0    0    
1957    0    0    
1958    0    0    
1959    15000    0    
1960    16000    0    
1961    16000    0    
1962    16000    0    
1963    0    0    
1964    0    0    
1965    0    15000    
1966    16000    0    
1967    16000    0    
1968    15000    0    
1969    15000    0    
1970    16000    0    
1971    0    0    
1972    0    0    
1973    0    16000    
1974    15000    0    
1975    16000    0    
1976    16000    0    
1977    16000    0    
1978    14999    0    
1979    16000    0    
1980    16000    0    
1981    16000    0    
1982    0    0    
1983    15000    0    
1984    15000    0    
1985    16000    0    
1986    16000    0    
1987    15000    0    
1988    0    0    
1989    15000    0    
1990    16000    0    
1991    16000    0    
1992    16000    0    
1993    0    0    
1994    0    15000    
1995    15000    0    
1996    16000    0    
1997    16000    0    
1998    15000    0    
1999    0    0    
2000    0    0    
2001    16000    0    
2002    16000    0    
2003    16000    0    
2004    0    0    
2005    0    0    
2006    15000    0    
2007    16000    0    
2008    16000    0    
2009    0    0    
2010    0    0    
2011    15000    0    
2012    16000    0    
2013    16000    0    
2014    0    0    
2015    0    16000    
2016    15000    0    
2017    15000    0    
2018    0    0    
2019    16000    0    
2020    16000    0    
2021    16000    0    
2022    14999    0    
2023    0    0    
2024    15000    0    
2025    16000    0    
2026    16000    0    
2027    0    0    
2028    16000    0    
2029    15000    0    
2030    16000    0    
2031    0    15000    
2032    16000    0    
2033    16000    0    
2034    0    0    
2035    0    16000    
2036    14999    0    
2037    16000    0    
2038    0    0    
2039    0    16000    
2040    16000    0    
2041    15000    0    
2042    0    0    
2043    15000    0    
2044    16000    0    
2045    16000    0    
2046    16000    0    
2047    16000    0    
2048    15000    0    
2049    0    0    
2050    14999    0    
2051    16000    0    
2052    0    0    
2053    16000    0    
2054    16000    0    
2055    15000    0    
2056    16000    0    
2057    15000    0    
2058    16000    0    
2059    0    0    
2060    16000    0    
2061    16000    0    
2062    0    0    
2063    16000    0    
2064    14999    0    
2065    0    0    
2066    15000    0    
2067    16000    0    
2068    0    0    
2069    16000    0    
2070    16000    0    
2071    15000    0    
2072    15000    0    
2073    15000    0    
2074    16000    0    
2075    16000    0    
2076    16000    0    
2077    0    0    
2078    16000    0    
2079    15000    0    
2080    0    0    
2081    15000    0    
2082    16000    0    
2083    0    15000    
2084    16000    0    
2085    16000    0    
2086    16000    0    
2087    16000    0    
2088    0    0    
2089    15000    0    
2090    15000    0    
2091    0    0    
2092    16000    0    
2093    0    0    
2094    16000    0    
2095    16000    0    
2096    0    0    
2097    16000    0    
2098    15000    0    
2099    0    0    
2100    15000    0    
2101    16000    0    
2102    16000    0    
2103    16000    0    
2104    16000    0    
2105    16000    0    
2106    0    0    
2107    16000    0    
2108    15000    0    
2109    15000    0    
2110    15000    0    
2111    0    0    
2112    16000    0    
2113    16000    0    
2114    16000    0    
2115    16000    0    
2116    16000    0    
2117    16000    0    
2118    16000    0    
2119    15000    0    
2120    16000    0    
2121    15000    0    
2122    0    15000    
2123    15000    0    
2124    0    0    
2125    16000    0    
2126    0    0    
2127    16000    0    
2128    16000    0    
2129    16000    0    
2130    16000    0    
2131    16000    0    
2132    15000    0    
2133    16000    0    
2134    15000    0    
2135    15000    0    
2136    15000    0    
2137    15000    0    
2138    16000    0    
2139    15000    0    
2140    16000    0    
2141    16000    0    
2142    16000    0    
2143    16000    0    
2144    16000    0    
2145    0    16000    
2146    16000    0    
2147    16000    0    
2148    15000    0    
2149    16000    0    
2150    15000    0    
2151    15000    0    
2152    0    0    
2153    15000    0    
2154    0    0    
2155    15000    0    
2156    14999    0    
2157    16000    0    
2158    0    15000    
2159    16000    0    
2160    16000    0    
2161    16000    0    
2162    16000    0    
2163    16000    0    
2164    16000    0    
2165    16000    0    
2166    16000    0    
2167    0    16000    
2168    16000    0    
2169    16000    0    
2170    15000    0    
2171    16000    0    
2172    15000    0    
2173    15000    0    
2174    0    0    
2175    15000    0    
2176    0    15000    
2177    15000    0    
2178    15000    0    
2179    0    15000    
2180    15000    0    
2181    14999    0    
2182    0    0    
2183    15000    0    
2184    0    15000    
2185    16000    0    
2186    15000    0    
2187    15000    0    
2188    16000    0    
2189    15000    0    
2190    0    15000    
2191    16000    0    
2192    15000    0    
2193    0    0    
2194    16000    0    
2195    15000    0    
2196    0    0    
2197    16000    0    
2198    15000    0    
2199    16000    0    
2200    16000    0    
2201    15000    0    
2202    16000    0    
2203    16000    0    
2204    0    0    
2205    16000    0    
2206    16000    0    
2207    16000    0    
2208    16000    0    
2209    0    16000    
2210    16000    0    
2211    16000    0    
2212    16000    0    
2213    16000    0    
2214    16000    0    
2215    0    0    
2216    16000    0    
2217    16000    0    
2218    16000    0    
2219    16000    0    
2220    16000    0    
2221    0    16000    
2222    16000    0    
2223    16000    0    
2224    0    16000    
2225    16000    0    
2226    16000    0    
2227    16000    0    
2228    0    0    
2229    16000    0    
2230    16000    0    
2231    0    0    
2232    16000    0    
2233    16000    0    
2234    15000    0    
2235    16000    0    
2236    16000    0    
2237    15000    0    
2238    0    0    
2239    16000    0    
2240    15000    0    
2241    14999    0    
2242    16000    0    
2243    15000    0    
2244    15000    0    
2245    15000    0    
2246    0    0    
2247    15000    0    
2248    15000    0    
2249    16000    0    
2250    0    0    
2251    15000    0    
2252    16000    0    
2253    16000    0    
2254    16000    0    
2255    16000    0    
2256    16000    0    
2257    16000    0    
2258    16000    0    
2259    0    16000    
2260    16000    0    
2261    16000    0    
2262    16000    0    
2263    15000    0    
2264    14999    0    
2265    16000    0    
2266    15000    0    
2267    15000    0    
2268    15000    0    
2269    16000    0    
2270    0    16000    
2271    0    0    
2272    16000    0    
2273    16000    0    
2274    16000    0    
2275    16000    0    
2276    16000    0    
2277    15000    0    
2278    15000    0    
2279    16000    0    
2280    15000    0    
2281    15000    0    
2282    15000    0    
2283    0    16000    
2284    0    16000    
2285    15000    0    
2286    16000    0    
2287    16000    0    
2288    16000    0    
2289    16000    0    
2290    16000    0    
2291    16000    15000    
2292    16000    0    
2293    16000    0    
2294    15000    0    
2295    15000    0    
2296    15000    0    
2297    16000    0    
2298    16000    0    
2299    15000    0    
2300    16000    0    
2301    16000    0    
2302    16000    0    
2303    16000    0    
2304    16000    0    
2305    15000    0    
2306    15000    0    
2307    15000    0    
2308    16000    0    
2309    16000    0    
2310    0    16000    
2311    0    16000    
2312    16000    0    
2313    16000    0    
2314    16000    0    
2315    16000    0    
2316    15000    0    
2317    15000    0    
2318    15000    0    
2319    16000    0    
2320    16000    0    
2321    16000    0    
2322    16000    0    
2323    16000    0    
2324    0    15000    
2325    0    0    
2326    16000    0    
2327    15000    0    
2328    15000    0    
2329    15000    0    
2330    16000    0    
2331    16000    0    
2332    16000    0    
2333    16000    0    
2334    16000    0    
2335    15000    0    
2336    15000    0    
2337    15000    0    
2338    16000    0    
2339    16000    0    
2340    16000    0    
2341    16000    0    
2342    16000    0    
2343    15000    0    
2344    15000    0    
2345    15000    0    
2346    16000    0    
2347    16000    0    
2348    16000    0    
2349    16000    0    
2350    16000    0    
2351    15000    0    
2352    14999    0    
2353    15000    0    
2354    16000    0    
2355    16000    0    
2356    16000    0    
2357    16000    0    
2358    16000    0    
2359    15000    0    
2360    16000    0    
2361    16000    0    
2362    16000    0    
2363    16000    0    
2364    15000    0    
2365    15000    0    
2366    15000    0    
2367    16000    0    
2368    16000    0    
2369    16000    0    
2370    16000    0    
2371    16000    0    
2372    15000    0    
2373    14999    0    
2374    15000    0    
2375    16000    0    
2376    16000    0    
2377    31000    0    
2378    15000    0    
2379    15000    0    
2380    16000    0    
2381    16000    0    
2382    16000    0    
2383    16000    0    
2384    16000    0    
2385    15000    0    
2386    15000    0    
2387    15000    0    
2388    16000    0    
2389    16000    0    
2390    15000    0    
2391    15000    0    
2392    15000    0    
2393    16000    0    
2394    16000    0    
2395    15000    0    
2396    15000    0    
2397    15000    0    
2398    16000    0    
2399    16000    0    
2400    15000    0    
2401    15000    0    
2402    15000    0    
2403    16000    0    
2404    16000    0    
2405    15000    0    
2406    15000    0    
2407    15000    0    
2408    16000    0    
2409    16000    0    
2410    15000    0    
2411    15000    0    
2412    15000    0    
2413    16000    0    
2414    16000    0    
2415    15000    0    
2416    15000    0    
2417    15000    0    
2418    16000    0    
2419    0    16000    
2420    15000    0    
2421    15000    0    
2422    15000    0    
2423    0    16000    
2424    16000    0    
2425    15000    0    
2426    15000    0    
2427    0    16000    
2428    16000    0    
2429    16000    0    
2430    15000    0    
2431    16000    0    
2432    16000    0    
2433    16000    0    
2434    16000    15000    
2435    16000    0    
2436    16000    0    
2437    16000    0    
2438    15000    0    
2439    15000    0    
2440    16000    0    
2441    16000    0    
2442    15000    0    
2443    14999    0    
2444    16000    0    
2445    16000    0    
2446    16000    0    
2447    15000    16000    
2448    16000    0    
2449    16000    0    
2450    16000    15000    
2451    15000    0    
2452    16000    0    
2453    16000    16000    
2454    15000    0    
2455    15000    0    
2456    15000    16000    
2457    16000    0    
2458    16000    0    
2459    16000    0    
2460    16000    0    
2461    16000    0    
2462    14999    0    
2463    15000    0    
2464    32000    0    
2465    16000    0    
2466    15000    0    
2467    16000    0    
2468    16000    0    
2469    16000    0    
2470    15000    0    
2471    16000    0    
2472    16000    0    
2473    16000    15000    
2474    15000    0    
2475    15000    0    
2476    16000    0    
2477    16000    0    
2478    15000    16000    
2479    16000    0    
2480    16000    0    
2481    14999    0    
2482    15000    0    
2483    16000    16000    
2484    16000    0    
2485    15000    0    
2486    16000    0    
2487    16000    0    
2488    16000    0    
2489    15000    0    
2490    16000    0    
2491    16000    0    
2492    15000    0    
2493    15000    0    
2494    16000    0    
2495    16000    0    
2496    16000    0    
2497    16000    0    
2498    16000    0    
2499    15000    0    
2500    14999    0    
2501    15000    0    
2502    16000    0    
2503    16000    0    
2504    15000    0    
2505    16000    0    
2506    16000    0    
2507    15000    0    
2508    15000    0    
2509    16000    16000    
2510    16000    0    
2511    15000    16000    
2512    16000    0    
2513    16000    15000    
2514    15000    0    
2515    15000    16000    
2516    16000    0    
2517    16000    15000    
2518    16000    0    
2519    32000    0    
2520    15000    0    
2521    31000    0    
2522    16000    0    
2523    15000    0    
2524    15000    0    
2525    16000    0    
2526    15000    0    
2527    16000    0    
2528    16000    0    
2529    15000    0    
2530    16000    0    
2531    16000    0    
2532    15000    0    
2533    15000    0    
2534    16000    0    
2535    31000    0    
2536    16000    0    
2537    32000    0    
2538    15000    0    
2539    16000    0    
2540    16000    0    
2541    15000    0    
2542    15000    0    
2543    16000    0    
2544    31000    0    
2545    16000    0    
2546    16000    0    
2547    15000    0    
2548    16000    0    
2549    15000    0    
2550    15000    0    
2551    16000    0    
2552    16000    0    
2553    15000    0    
2554    32000    0    
2555    16000    0    
2556    16000    0    
2557    16000    0    
2558    15000    0    
2559    15000    16000    
2560    16000    0    
2561    15000    0    
2562    15000    0    
2563    16000    0    
2564    31000    0    
2565    16000    0    
2566    16000    0    
2567    15000    16000    
2568    16000    0    
2569    15000    0    
2570    15000    0    
2571    16000    0    
2572    14999    0    
2573    15000    16000    
2574    16000    0    
2575    15000    0    
2576    16000    0    
2577    16000    0    
2578    15000    0    
2579    16000    0    
2580    16000    15000    
2581    14999    0    
2582    16000    0    
2583    16000    15000    
2584    15000    0    
2585    32000    0    
2586    16000    0    
2587    16000    0    
2588    16000    16000    
2589    15000    0    
2590    16000    0    
2591    15000    0    
2592    16000    0    
2593    16000    0    
2594    15000    0    
2595    16000    0    
2596    31000    0    
2597    31000    0    
2598    16000    0    
2599    15000    0    
2600    32000    0    
2601    31000    0    
2602    16000    0    
2603    16000    0    
2604    16000    0    
2605    16000    0    
2606    31000    0    
2607    16000    0    
2608    31000    0    
2609    16000    0    
2610    15000    0    
2611    16000    0    
2612    15000    0    
2613    16000    0    
2614    15000    0    
2615    30999    0    
2616    31000    0    
2617    31000    0    
2618    16000    0    
2619    15000    0    
2620    16000    0    
2621    31000    0    
2622    31000    0    
2623    16000    14999    
2624    15000    0    
2625    16000    0    
2626    15000    0    
2627    32000    0    
2628    16000    15000    
2629    32000    0    
2630    31000    0    
2631    16000    0    
2632    16000    0    
2633    16000    0    
2634    16000    0    
2635    16000    0    
2636    16000    0    
2637    16000    0    
2638    16000    0    
2639    16000    0    
2640    16000    0    
2641    16000    0    
2642    16000    0    
2643    31000    0    
2644    16000    0    
2645    15000    0    
2646    16000    0    
2647    15000    0    
2648    16000    0    
2649    15000    0    
2650    16000    0    
2651    15000    0    
2652    16000    0    
2653    15000    0    
2654    16000    0    
2655    15000    0    
2656    16000    0    
2657    15000    0    
2658    31000    0    
2659    31000    0    
2660    31000    0    
2661    31000    0    
2662    16000    0    
2663    15000    0    
2664    16000    0    
2665    15000    0    
2666    16000    0    
2667    15000    0    
2668    16000    0    
2669    15000    0    
2670    32000    0    
2671    16000    16000    
2672    31000    0    
2673    31000    0    
2674    16000    0    
2675    15000    0    
2676    16000    0    
2677    15000    0    
2678    16000    15000    
2679    31000    0    
2680    15000    0    
2681    16000    0    
2682    15000    0    
2683    16000    0    
2684    15000    0    
2685    16000    0    
2686    15000    0    
2687    15999    0    
2688    15000    0    
2689    16000    0    
2690    15000    0    
2691    16000    0    
2692    15000    0    
2693    16000    0    
2694    14999    0    
2695    16000    0    
2696    14999    0    
2697    16000    0    
2698    31000    0    
2699    32000    0    
2700    16000    0    
2701    15999    0    
2702    16000    0    
2703    16000    0    
2704    16000    0    
2705    16000    0    
2706    16000    0    
2707    16000    0    
2708    15999    0    
2709    31000    0    
2710    32000    0    
2711    31000    0    
2712    32000    0    
2713    31000    0    
2714    16000    16000    
2715    30999    0    
2716    32000    0    
2717    15000    0    
2718    16000    0    
2719    15000    0    
2720    30999    0    
2721    31000    0    
2722    15000    0    
2723    16000    0    
2724    15000    16000    
2725    30999    0    
2726    16000    0    
2727    14999    0    
2728    32000    0    
2729    16000    0    
2730    16000    0    
2731    16000    0    
2732    15999    15000    
2733    32000    0    
2734    15000    0    
2735    16000    0    
2736    15000    0    
2737    15999    0    
2738    15000    0    
2739    31000    0    
2740    16000    0    
2741    15000    0    
2742    16000    0    
2743    15000    0    
2744    15999    15000    
2745    31000    0    
2746    31000    0    
2747    16000    0    
2748    15000    0    
2749    31999    0    
2750    31000    0    
2751    16000    0    
2752    16000    0    
2753    31000    0    
2754    32000    0    
2755    15000    0    
2756    16000    0    
2757    31000    0    
2758    15000    0    
2759    15999    0    
2760    31000    0    
2761    15000    0    
2762    16000    0    
2763    31000    0    
2764    16000    0    
2765    16000    16000    
2766    31000    0    
2767    15999    0    
2768    31000    0    
2769    31000    0    
2770    30999    0    
2771    16000    0    
2772    30999    0    
2773    16000    0    
2774    16000    16000    
2775    14999    0    
2776    31000    0    
2777    31000    0    
2778    15999    0    
2779    31000    0    
2780    16000    15000    
2781    15999    0    
2782    15000    0    
2783    31000    0    
2784    16000    0    
2785    15000    0    
2786    30999    0    
2787    16000    0    
2788    31000    0    
2789    16000    0    
2790    32000    0    
2791    15000    0    
2792    16000    0    
2793    31000    0    
2794    30999    0    
2795    31000    0    
2796    15000    0    
2797    31000    0    
2798    16000    0    
2799    16000    0    
2800    32000    0    
2801    30999    0    
2802    31000    0    
2803    15000    0    
2804    15999    15000    
2805    16000    0    
2806    31000    0    
2807    14999    0    
2808    31000    0    
2809    16000    16000    
2810    31999    0    
2811    15000    0    
2812    31000    0    
2813    16000    0    
2814    31000    0    
2815    15000    0    
2816    32000    0    
2817    16000    0    
2818    15000    0    
2819    31000    0    
2820    31000    0    
2821    32000    0    
2822    31999    0    
2823    15000    0    
2824    31000    0    
2825    30999    0    
2826    16000    16000    
2827    16000    0    
2828    31000    0    
2829    16000    0    
2830    30999    0    
2831    15000    0    
2832    31000    0    
2833    15999    0    
2834    31000    0    
2835    16000    15000    
2836    15999    0    
2837    15000    16000    
2838    15000    0    
2839    30999    0    
2840    16000    0    
2841    30999    0    
2842    16000    0    
2843    32000    0    
2844    14999    0    
2845    31000    0    
2846    16000    0    
2847    30999    0    
2848    15000    16000    
2849    16000    0    
2850    31999    0    
2851    15000    16000    
2852    15000    0    
2853    30999    0    
2854    16000    0    
2855    16000    0    
2856    16000    15000    
2857    16000    0    
2858    14999    0    
2859    31000    0    
2860    16000    0    
2861    30999    0    
2862    15000    0    
2863    16000    0    
2864    31000    0    
2865    16000    0    
2866    31999    0    
2867    15000    0    
2868    15000    0    
2869    16000    14999    
2870    16000    0    
2871    31000    0    
2872    16000    0    
2873    32000    0    
2874    15000    16000    
2875    31000    0    
2876    16000    0    
2877    30999    0    
2878    15000    0    
2879    16000    0    
2880    31999    0    
2881    15000    0    
2882    31000    0    
2883    16000    14999    
2884    16000    0    
2885    31000    0    
2886    16000    0    
2887    16000    0    
2888    31000    0    
2889    15000    15999    
2890    15000    0    
2891    32000    0    
2892    31999    0    
2893    15000    0    
2894    15000    0    
2895    30999    0    
2896    16000    16000    
2897    16000    0    
2898    31000    0    
2899    31000    0    
2900    16000    0    
2901    31000    0    
2902    15000    16000    
2903    16000    0    
2904    16000    0    
2905    15000    16000    
2906    15000    0    
2907    31000    0    
2908    16000    16000    
2909    16000    0    
2910    31000    0    
2911    31000    0    
2912    31000    0    
2913    16000    16000    
2914    16000    0    
2915    15000    0    
2916    31000    0    
2917    16000    15000    
2918    16000    0    
2919    16000    0    
2920    31000    0    
2921    31000    0    
2922    31000    0    
2923    31000    0    
2924    31000    0    
2925    31000    0    
2926    32000    0    
2927    32000    0    
2928    15000    16000    
2929    15000    0    
2930    15000    0    
2931    16000    0    
2932    16000    0    
2933    16000    0    
2934    31000    0    
2935    31000    0    
2936    31000    0    
2937    31000    0    
2938    31000    0    
2939    16000    16000    
2940    16000    16000    
2941    15000    0    
2942    15000    16000    
2943    15000    0    
2944    31000    0    
2945    16000    15000    
2946    16000    0    
2947    16000    0    
2948    16000    0    
2949    31000    0    
2950    31000    0    
2951    31000    0    
2952    32000    0    
2953    32000    0    
2954    31000    0    
2955    31000    0    
2956    31000    0    
2957    31000    0    
2958    31000    0    
2959    32000    0    
2960    31000    0    
2961    31000    0    
2962    31000    0    
2963    31000    0    
2964    31000    0    
2965    15000    0    
2966    31000    0    
2967    15000    0    
2968    15000    0    
2969    32000    0    
2970    16000    0    
2971    31000    0    
2972    32000    0    
2973    16000    16000    
2974    31000    0    
2975    16000    0    
2976    16000    0    
2977    15000    16000    
2978    15000    16000    
2979    15000    0    
2980    16000    0    
2981    16000    0    
2982    31000    0    
2983    32000    0    
2984    32000    0    
2985    31000    0    
2986    31000    0    
2987    31000    0    
2988    31000    0    
2989    15000    0    
2990    15000    0    
2991    16000    0    
2992    16000    0    
2993    16000    0    
2994    16000    0    
2995    32000    0    
2996    31000    0    
2997    31000    0    
2998    31000    0    
2999    31000    0    
3000    31000    0    
3001    31000    0    
3002    16000    16000    
3003    32000    0    
3004    31000    0    
3005    15000    16000    
3006    15000    0    
3007    16000    0    
3008    16000    0    
3009    16000    0    
3010    16000    0    
3011    16000    0    
3012    15000    16000    
3013    15000    16000    
3014    15000    0    
3015    16000    15000    
3016    16000    15000    
3017    16000    15000    
3018    16000    0    
3019    16000    16000    
3020    15000    16000    
3021    15000    0    
3022    15000    0    
3023    16000    0    
3024    32000    0    
3025    31000    0    
3026    31000    0    
3027    31000    0    
3028    31000    0    
3029    15000    0    
3030    15000    0    
3031    16000    0    
3032    16000    0    
3033    16000    0    
3034    31000    0    
3035    16000    0    
3036    15000    16000    
3037    31000    0    
3038    31000    0    
3039    31000    0    
3040    15000    0    
3041    31000    0    
3042    31000    0    
3043    31000    0    
3044    31000    0    
3045    32000    0    
3046    32000    0    
3047    31000    0    
3048    32000    0    
3049    16000    0    
3050    31000    0    
3051    16000    0    
3052    31000    0    
3053    15000    0    
3054    31000    0    
3055    15000    0    
3056    15000    16000    
3057    31000    0    
3058    31000    0    
3059    31000    0    
3060    31000    0    
3061    31000    0    
3062    31000    0    
3063    31000    0    
3064    31000    0    
3065    15000    16000    
3066    31000    0    
3067    15000    0    
3068    31000    0    
3069    15000    16000    
3070    31000    0    
3071    16000    0    
3072    31000    0    
3073    16000    0    
3074    32000    0    
3075    31000    0    
3076    16000    15000    
3077    31000    0    
3078    31000    0    
3079    31000    0    
3080    31000    0    
3081    31000    0    
3082    15000    0    
3083    15000    16000    
3084    31000    0    
3085    31000    0    
3086    15000    0    
3087    31000    0    
3088    15000    0    
3089    31000    0    
3090    31000    0    
3091    15000    16000    
3092    31000    0    
3093    31000    0    
3094    31000    0    
3095    15000    16000    
3096    15000    16000    
3097    31000    0    
3098    31000    0    
3099    31000    0    
3100    32000    0    
3101    16000    15000    
3102    31000    0    
3103    16000    0    
3104    16000    0    
3105    31000    0    
3106    16000    0    
3107    31000    0    
3108    31000    0    
3109    16000    0    
3110    31000    0    
3111    31000    0    
3112    16000    0    
3113    31000    0    
3114    15000    0    
3115    16000    0    
3116    16000    15000    
3117    31000    0    
3118    32000    0    
3119    31000    0    
3120    31000    0    
3121    16000    15000    
3122    31000    0    
3123    31000    0    
3124    16000    0    
3125    16000    15000    
3126    31000    0    
3127    32000    0    
3128    16000    0    
3129    31000    0    
3130    32000    0    
3131    31000    0    
3132    31000    0    
3133    16000    0    
3134    31000    0    
3135    31000    0    
3136    16000    0    
3137    31000    0    
3138    31000    0    
3139    16000    0    
3140    31000    0    
3141    31000    0    
3142    31000    0    
3143    31000    0    
3144    31000    0    
3145    31000    0    
3146    15000    16000    
3147    31000    0    
3148    15000    16000    
3149    31000    0    
3150    16000    0    
3151    31000    0    
3152    31000    0    
3153    32000    0    
3154    31000    0    
3155    32000    0    
3156    32000    0    
3157    31000    0    
3158    32000    0    
3159    31000    0    
3160    31000    0    
3161    31000    0    
3162    32000    0    
3163    31000    0    
3164    31000    0    
3165    31000    0    
3166    32000    0    
3167    31000    0    
3168    31000    0    
3169    31000    0    
3170    31000    0    
3171    32000    0    
3172    16000    0    
3173    32000    0    
3174    16000    15000    
3175    31000    0    
3176    31000    0    
3177    31000    0    
3178    31000    0    
3179    31000    0    
3180    15000    0    
3181    31000    0    
3182    15000    0    
3183    31000    0    
3184    32000    0    
3185    31000    0    
3186    31000    0    
3187    31000    0    
3188    31000    0    
3189    31000    0    
3190    32000    0    
3191    16000    0    
3192    31000    0    
3193    16000    15000    
3194    31000    0    
3195    31000    0    
3196    31000    0    
3197    31000    0    
3198    31000    0    
3199    31000    0    
3200    16000    16000    
3201    32000    0    
3202    31000    0    
3203    32000    0    
3204    31000    0    
3205    31000    0    
3206    31000    0    
3207    32000    0    
3208    16000    0    
3209    31000    0    
3210    31000    0    
3211    31000    0    
3212    32000    0    
3213    31000    0    
3214    31000    0    
3215    32000    0    
3216    31000    0    
3217    31000    0    
3218    31000    0    
3219    32000    0    
3220    15000    16000    
3221    32000    0    
3222    31000    0    
3223    31000    0    
3224    15000    16000    
3225    16000    16000    
3226    31000    0    
3227    32000    0    
3228    31000    0    
3229    31000    0    
3230    31000    0    
3231    32000    0    
3232    16000    15000    
3233    31000    0    
3234    31000    0    
3235    31000    0    
3236    32000    0    
3237    31000    0    
3238    16000    15000    
3239    31000    0    
3240    31000    0    
3241    31000    0    
3242    31000    0    
3243    32000    0    
3244    31000    0    
3245    31000    0    
3246    31000    0    
3247    32000    0    
3248    31000    0    
3249    31000    0    
3250    31000    0    
3251    16000    16000    
3252    16000    15000    
3253    32000    0    
3254    31000    0    
3255    32000    0    
3256    31000    0    
3257    31000    0    
3258    31000    0    
3259    32000    0    
3260    31000    0    
3261    31000    0    
3262    31000    0    
3263    32000    0    
3264    31000    0    
3265    31000    0    
3266    31000    0    
3267    32000    0    
3268    31000    0    
3269    31000    0    
3270    31000    0    
3271    32000    0    
3272    31000    0    
3273    31000    0    
3274    31000    0    
3275    32000    0    
3276    31000    0    
3277    31000    0    
3278    31000    0    
3279    32000    0    
3280    31000    0    
3281    31000    0    
3282    31000    0    
3283    32000    0    
3284    31000    0    
3285    31000    0    
3286    31000    0    
3287    32000    0    
3288    31000    0    
3289    31000    0    
3290    31000    0    
3291    32000    15000    
3292    15000    16000    
3293    31000    0    
3294    32000    0    
3295    31000    0    
3296    31000    0    
3297    31000    0    
3298    31000    0    
3299    31000    0    
3300    32000    0    
3301    31000    0    
3302    31000    0    
3303    31000    16000    
3304    31000    0    
3305    32000    0    
3306    31000    0    
3307    31000    0    
3308    32000    0    
3309    31000    0    
3310    31000    0    
3311    31000    0    
3312    31000    0    
3313    31000    0    
3314    32000    0    
3315    31000    0    
3316    31000    0    
3317    16000    0    
3318    31000    0    
3319    31000    0    
3320    46000    0    
3321    47000    0    
3322    32000    0    
3323    31000    0    
3324    31000    0    
3325    31000    0    
3326    32000    0    
3327    31000    0    
3328    32000    0    
3329    31000    0    
3330    31000    0    
3331    16000    16000    
3332    31000    0    
3333    15000    16000    
3334    31000    0    
3335    32000    0    
3336    31000    0    
3337    31000    16000    
3338    31000    0    
3339    31000    0    
3340    31000    0    
3341    32000    0    
3342    31000    0    
3343    31000    0    
3344    32000    0    
3345    31000    0    
3346    31000    0    
3347    31000    0    
3348    32000    0    
3349    31000    0    
3350    16000    16000    
3351    31000    0    
3352    31000    0    
3353    32000    0    
3354    31000    0    
3355    32000    0    
3356    31000    0    
3357    31000    0    
3358    32000    0    
3359    31000    0    
3360    31000    0    
3361    16000    15000    
3362    31000    0    
3363    31000    0    
3364    32000    15000    
3365    31000    0    
3366    31000    0    
3367    32000    0    
3368    31000    0    
3369    31000    0    
3370    31000    0    
3371    31000    0    
3372    31000    0    
3373    31000    0    
3374    31000    0    
3375    31000    0    
3376    31000    0    
